region,category,subcategory,channel,revenue,units,profit
West,Sports,Team Sports,In-Store,28813.35,61,2125.22
South,Electronics,Accessories,Mobile,502.15,55,129.63
West,Electronics,Laptops,Mobile,52837.65,135,21694.68
North,Beauty,Makeup,Mobile,60494.58,174,14745.91
North,Sports,Outdoor,Online,7702.74,18,3416.8
South,Electronics,Phones,Online,25541.25,147,10876.32
North,Groceries,Produce,Online,3880.42,101,483.75
West,Beauty,Haircare,Online,6571.29,33,637.35
South,Furniture,Office,In-Store,44023.54,158,11064.79
South,Beauty,Haircare,Mobile,2379.78,18,324.99
North,Groceries,Bakery,In-Store,450.09,3,98.15
West,Furniture,Living Room,In-Store,7969.28,64,778.63
North,Furniture,Bedroom,Mobile,50108.72,113,9727.59
North,Electronics,Tablets,Online,19956.64,184,7348.59
South,Electronics,Phones,Mobile,15365.7,105,6764.41
East,Groceries,Bakery,Mobile,17128.85,145,7700.57
East,Clothing,Men,Mobile,9819.11,49,3662
North,Electronics,Tablets,In-Store,65187.42,186,26001.66
South,Furniture,Office,Online,17800.7,170,3449.08
West,Furniture,Bedroom,In-Store,72832.32,171,3969.48
East,Beauty,Haircare,Mobile,40920.53,137,7400.66
South,Sports,Team Sports,In-Store,31984.68,91,4068.48
East,Clothing,Men,Online,2236,8,277.19
South,Sports,Outdoor,Mobile,11016,180,4065.93
North,Sports,Outdoor,Mobile,2697.12,36,478.4
West,Groceries,Produce,In-Store,21076.62,87,5339.31
West,Groceries,Bakery,Online,3449.25,27,763.28
East,Electronics,Laptops,Online,66168.24,184,18983.58
South,Sports,Gym,Mobile,8975.59,169,3170.7
East,Sports,Gym,Mobile,25757.25,61,8820.8
North,Beauty,Haircare,Mobile,28496.24,107,4409.28
West,Electronics,Phones,Mobile,2397.98,23,1036.53
East,Electronics,Accessories,In-Store,8003.4,60,1591.55
South,Beauty,Haircare,Mobile,26476.44,183,6456.13
East,Groceries,Bakery,Mobile,8066.25,125,1775.83
West,Clothing,Men,Online,12202.62,87,4586.79
South,Electronics,Phones,Online,4308.24,116,1389.2
South,Sports,Gym,Mobile,56246.52,132,14237.8
North,Electronics,Phones,In-Store,47755.99,149,20564.84
South,Electronics,Accessories,In-Store,42390.6,105,16795.4
East,Beauty,Makeup,Mobile,12161.24,26,4743.38
West,Groceries,Dairy,In-Store,72912.23,181,24274.41
West,Sports,Outdoor,In-Store,9198.8,52,1515.89
East,Electronics,Laptops,Online,3111.5,70,416.56
East,Beauty,Haircare,In-Store,36128.4,92,13119.99
West,Beauty,Makeup,Mobile,12653.41,77,4479.72
South,Furniture,Bedroom,Mobile,14210.58,29,3748.71
West,Beauty,Makeup,In-Store,5364.87,177,1270.08
West,Electronics,Tablets,Mobile,46206.44,118,10443.55
South,Electronics,Phones,Online,30159.44,92,3523.77
South,Clothing,Men,Online,2607.56,188,513.43
North,Clothing,Women,Mobile,575.04,32,154.92
South,Clothing,Men,Online,23914.38,97,8621.17
West,Sports,Outdoor,Online,551.22,3,173.23
West,Groceries,Dairy,Mobile,2315.28,33,940.07
West,Clothing,Kids,Mobile,41740.4,184,7419.55
South,Sports,Outdoor,Online,83680.8,170,9237.86
West,Clothing,Men,Online,1480.92,41,329.71
West,Furniture,Bedroom,Online,328.79,1,110.08
East,Clothing,Kids,Mobile,26047.32,118,7697.76
South,Furniture,Office,In-Store,23381.56,188,9968.73
East,Clothing,Women,Online,15705.69,39,2272.46
East,Groceries,Bakery,Online,167.16,4,22.89
West,Furniture,Living Room,Mobile,37231.9,134,2032.33
West,Groceries,Bakery,Mobile,26047.7,127,8897.2
South,Furniture,Bedroom,Mobile,16873.5,75,3179.16
East,Electronics,Accessories,Mobile,52575.9,130,22635.55
South,Furniture,Office,Online,40056.93,153,7280.55
West,Clothing,Women,Online,10789.2,30,3106.88
South,Beauty,Skincare,Mobile,10446.72,48,4555.52
South,Clothing,Women,Mobile,38342.4,160,15372.49
West,Sports,Team Sports,Mobile,21216.4,58,5849.83
East,Groceries,Bakery,Online,9280.36,76,1185.7
West,Clothing,Women,In-Store,66765.56,142,25066.99
West,Electronics,Tablets,Mobile,32025.6,180,1636.62
North,Sports,Gym,Online,14198.74,34,1972.26
South,Clothing,Women,In-Store,61897.55,143,23432.53
South,Electronics,Laptops,In-Store,14763.06,39,4121.6
East,Beauty,Makeup,Online,80569.92,178,27008.6
East,Clothing,Women,In-Store,41155.14,114,4376.77
South,Beauty,Makeup,In-Store,49714.56,108,4769.17
East,Sports,Gym,Online,1750.51,193,778.1
East,Groceries,Bakery,Online,10589.4,30,2116.64
South,Beauty,Makeup,Mobile,17392.96,52,2897.29
East,Furniture,Office,In-Store,17475.64,182,2976.97
West,Groceries,Dairy,In-Store,2979.9,126,420.76
North,Furniture,Living Room,Mobile,3001.5,87,1182.8
North,Sports,Outdoor,In-Store,29759.6,104,8606.78
West,Groceries,Bakery,Mobile,66359.19,157,25530.07
North,Clothing,Women,In-Store,26376.12,123,6377.01
East,Electronics,Tablets,Mobile,10046.25,141,2330.5
South,Clothing,Kids,Online,54401.2,140,5564.55
East,Furniture,Office,Online,24240.76,62,7824.38
South,Furniture,Office,Mobile,32363.52,147,5216.76
South,Electronics,Accessories,Mobile,1679.02,7,84.49
North,Groceries,Dairy,Mobile,16620.06,57,1247.81
South,Beauty,Skincare,Mobile,11158.89,57,2202.37
East,Groceries,Dairy,Online,26796.25,85,9284.28
East,Electronics,Laptops,Online,30970.58,179,11561.86
North,Furniture,Office,Mobile,38951.72,94,3623.51
West,Beauty,Haircare,Mobile,70325.82,162,9895.88
North,Electronics,Laptops,Mobile,411.1,2,66.94
West,Furniture,Office,Online,1691.86,58,406.02
North,Clothing,Men,Mobile,51746.56,128,3627.69
South,Furniture,Office,In-Store,58717.54,158,12359.51
North,Clothing,Women,Mobile,5868.45,81,1959.57
South,Clothing,Women,Online,18695.54,43,3022.95
South,Electronics,Accessories,Online,53088.66,129,12344.61
South,Groceries,Bakery,Online,2168.76,186,313.14
South,Beauty,Skincare,In-Store,201.24,1,70.15
West,Sports,Gym,Mobile,20746.12,68,2805.14
South,Furniture,Bedroom,Mobile,7640.92,58,1058.86
West,Electronics,Laptops,Online,3759.2,127,582.57
North,Sports,Outdoor,Mobile,48528,144,11097.37
East,Furniture,Bedroom,Online,4924.4,40,1096.05
South,Groceries,Bakery,Mobile,28256.8,88,8390.03
South,Furniture,Office,Online,5669.82,117,681.49
East,Electronics,Tablets,Online,39047.68,128,3901.77
East,Clothing,Men,Mobile,3879.45,185,1330.43
West,Clothing,Women,Mobile,6789.44,196,2609.98
East,Beauty,Haircare,In-Store,24596.09,107,3405.08
North,Beauty,Skincare,Mobile,1134.72,72,431.53
West,Beauty,Makeup,Mobile,19211.85,189,8183.66
West,Beauty,Haircare,In-Store,75065.44,179,8469.23
West,Beauty,Makeup,In-Store,55744.5,150,13401.51
North,Beauty,Skincare,In-Store,44636.58,158,8435.43
South,Clothing,Women,Online,44403.35,113,9796.54
North,Beauty,Haircare,Online,18948.72,42,4342.37
South,Groceries,Bakery,In-Store,37614.78,107,3354.43
South,Sports,Team Sports,Online,13453.44,196,3509.86
East,Furniture,Office,Mobile,13436.09,163,5284.94
West,Electronics,Phones,Online,5511.44,22,2458.62
North,Beauty,Skincare,Mobile,30229.56,131,12865.63
South,Furniture,Bedroom,Mobile,7588.63,17,1786.94
East,Groceries,Bakery,Mobile,6825.81,47,2528.32
West,Electronics,Tablets,Online,52111.72,106,18368.66
North,Clothing,Kids,In-Store,2434.2,12,354.18
West,Clothing,Kids,Online,12580.37,121,2415.54
South,Sports,Gym,In-Store,7693.38,162,2151.07
East,Furniture,Living Room,Online,2315.25,135,844.61
North,Clothing,Women,Online,63868.2,132,20960.43
South,Beauty,Haircare,Mobile,30234.07,199,13012.92
East,Groceries,Dairy,Mobile,25518.36,84,7393.57
South,Beauty,Skincare,Mobile,14375.5,50,1924.28
South,Beauty,Makeup,Mobile,19828.3,74,2756.13
West,Clothing,Men,Mobile,61771.08,151,27246.28
West,Groceries,Produce,In-Store,4757.6,152,1072.77
South,Sports,Team Sports,Mobile,13096.15,37,1820.06
East,Electronics,Phones,Mobile,28274.96,98,11476.3
North,Electronics,Phones,Online,85062.64,178,12280.32
East,Electronics,Laptops,Online,21162.39,137,7053.21
North,Furniture,Office,Mobile,35962.32,174,8405.45
North,Groceries,Dairy,Mobile,60389.36,188,19417.76
South,Groceries,Dairy,Online,22397.32,109,8603.13
South,Beauty,Haircare,In-Store,28872,60,12573.19
South,Sports,Team Sports,Mobile,40534.59,127,3443.21
South,Electronics,Accessories,In-Store,24528.35,77,4637.97
East,Clothing,Men,Online,16984.92,118,7426.08
West,Beauty,Skincare,Online,7385,70,1843.86
East,Sports,Team Sports,In-Store,10297.98,198,799.82
South,Furniture,Office,In-Store,28334.68,142,6766.32
East,Clothing,Women,Online,578.24,16,180.58
South,Sports,Gym,Online,74336.36,178,17499.61
East,Sports,Team Sports,Online,9599.29,29,4041.56
South,Groceries,Produce,Mobile,4009.28,176,1090.99
North,Furniture,Living Room,Mobile,8941.25,23,3901.12
North,Sports,Gym,Online,26491.4,92,2174.75
West,Beauty,Skincare,Online,46946.9,143,2934.9
North,Sports,Outdoor,Online,74538.36,156,32723.81
East,Beauty,Skincare,Mobile,3573.68,124,424.81
East,Electronics,Tablets,In-Store,50004.99,147,8585.17
North,Electronics,Phones,In-Store,6087.6,60,856.77
North,Furniture,Office,In-Store,72527.24,149,20390.2
North,Clothing,Kids,Mobile,45180.18,162,15857.97
West,Clothing,Kids,Online,66182.4,135,5100.36
South,Beauty,Haircare,Mobile,8277.64,28,2568.97
East,Sports,Team Sports,In-Store,36489.03,111,6899.41
South,Groceries,Bakery,Mobile,33242.65,185,2702.14
East,Furniture,Office,In-Store,4582.5,13,1733.12
West,Groceries,Bakery,Online,18617.04,52,7720.08
West,Groceries,Produce,In-Store,12588.66,63,1966.68
West,Clothing,Men,Mobile,30536.73,151,7154.94
West,Electronics,Laptops,In-Store,418.86,13,57
West,Beauty,Makeup,Mobile,5712.68,17,331.14
East,Electronics,Phones,Mobile,8931.23,49,854.74
South,Clothing,Kids,Mobile,827.46,18,137.62
South,Groceries,Bakery,Mobile,32094.42,114,12441.62
West,Furniture,Living Room,Online,12145.14,54,4043.13
East,Electronics,Tablets,Online,39524.4,120,6728.77
South,Clothing,Women,Online,6493.32,68,2665.73
South,Clothing,Women,Mobile,73576.5,150,23391.66
West,Furniture,Living Room,In-Store,12732.66,114,5550.74
East,Sports,Gym,Online,8768.48,56,2014.13
North,Sports,Outdoor,Online,29588.66,158,3057.73
South,Beauty,Skincare,Mobile,50299.02,103,21163.14
West,Sports,Outdoor,In-Store,15868.62,46,3422.51
South,Beauty,Haircare,In-Store,22615.14,74,5955.18
West,Sports,Outdoor,Mobile,34921.44,144,14200.17
West,Clothing,Kids,In-Store,574.76,4,163.1
West,Clothing,Men,In-Store,15573.3,183,5987.01
East,Groceries,Produce,Online,9589.38,181,2733.45
East,Beauty,Haircare,In-Store,36448.88,101,11996.94
West,Sports,Team Sports,Mobile,56488.25,169,4984
North,Furniture,Living Room,In-Store,3627.1,38,1119.07
North,Electronics,Phones,Mobile,12461.39,59,4388.71
West,Electronics,Laptops,Mobile,13950.72,144,4736.78
North,Clothing,Men,In-Store,18297.42,138,8186.15
North,Clothing,Men,In-Store,23821.99,193,3489.6
North,Beauty,Makeup,Online,14577.2,40,6137.61
East,Sports,Outdoor,Mobile,29733.44,88,2005.42
East,Electronics,Tablets,Online,9787.68,48,3913.05
North,Clothing,Women,Online,18483.96,67,7223.26
West,Sports,Outdoor,Mobile,17486.29,53,3361.33
East,Groceries,Produce,In-Store,9222.55,67,2297.74
North,Sports,Team Sports,Online,25234.2,90,2691.65
West,Clothing,Kids,Online,68681.28,174,13525.43
East,Groceries,Bakery,Mobile,47403.96,124,21017.64
West,Clothing,Women,Mobile,14255.36,172,3324.25
West,Beauty,Skincare,Online,1424.24,38,235.17
West,Groceries,Dairy,In-Store,20792.07,117,3763.72
South,Beauty,Haircare,In-Store,4500.36,108,1516.61
South,Sports,Gym,Mobile,13324.64,28,5529.65
South,Furniture,Bedroom,In-Store,57722,155,16341.56
North,Beauty,Makeup,Online,9055.2,154,2397.71
North,Sports,Team Sports,In-Store,60104.07,141,24634.86
South,Sports,Gym,In-Store,7043.64,79,2644.36
South,Furniture,Living Room,Online,28290.9,165,12412.98
East,Groceries,Produce,In-Store,9064,40,1957.42
East,Sports,Gym,Online,32481.4,140,9932.01
East,Clothing,Men,Mobile,49959.56,113,19871.18
North,Furniture,Living Room,Mobile,63220.32,144,6152.69
West,Clothing,Women,In-Store,4136.31,9,916.53
South,Furniture,Bedroom,Online,20617.74,162,2364.09
South,Electronics,Tablets,Online,12543.8,76,5230.13
South,Electronics,Laptops,Online,7625.08,38,2225.13
West,Furniture,Office,In-Store,9153.69,21,2118.78
West,Furniture,Bedroom,Online,13802.4,40,2576.51
East,Clothing,Men,Mobile,84724.8,190,17099.39
West,Electronics,Phones,Online,14421.12,174,4482.69
South,Furniture,Office,Mobile,21179.14,47,2387.14
South,Clothing,Kids,In-Store,11266,50,3014.26
North,Beauty,Makeup,In-Store,6715.8,117,2214.48
North,Groceries,Dairy,In-Store,37402.99,167,16418.77
North,Electronics,Phones,Online,52866.09,153,2946.54
North,Groceries,Dairy,Mobile,44336.64,96,8885.37
North,Sports,Team Sports,In-Store,9496.86,83,1357.64
North,Beauty,Skincare,In-Store,29752.39,163,10299.07
North,Electronics,Phones,Mobile,25801.1,130,3230.92
West,Clothing,Men,Mobile,12540.57,147,2904.66
West,Beauty,Haircare,Online,109.1,5,26.44
East,Beauty,Skincare,Mobile,27472.82,62,7892.89
East,Clothing,Men,In-Store,35553,75,12831.76
South,Clothing,Women,Online,8445.95,155,1498.95
West,Furniture,Office,Online,19240.21,121,1293.54
East,Sports,Team Sports,Online,6012,167,2414.53
North,Furniture,Living Room,Mobile,10666.2,58,2680.27
North,Furniture,Living Room,Online,29719.68,64,8345.16
East,Groceries,Produce,Online,5085.72,68,1959.98
East,Sports,Outdoor,Mobile,9500.4,28,2643.91
West,Electronics,Phones,Mobile,6782.84,37,1507.05
East,Furniture,Living Room,In-Store,4359.08,11,892.17
North,Beauty,Skincare,Online,9820.8,33,3419.21
South,Furniture,Bedroom,Online,31031.63,119,2349.86
East,Sports,Gym,Online,8530.56,36,1552.08
East,Electronics,Laptops,In-Store,16370.94,69,5273.1
West,Furniture,Bedroom,In-Store,4357.66,106,304.57
West,Beauty,Makeup,In-Store,35204.26,182,9339.09
East,Beauty,Makeup,Mobile,65510.01,153,26432.05
North,Furniture,Office,Online,76,2,16.2
East,Groceries,Bakery,Mobile,10567.7,65,3716.44
South,Furniture,Bedroom,Online,2756.16,198,415.04
West,Electronics,Phones,In-Store,50619.14,121,4428.45
East,Beauty,Makeup,Mobile,74515.32,198,11759.64
West,Electronics,Tablets,Mobile,16591.42,107,7074.27
West,Furniture,Bedroom,Mobile,353.12,16,25.97
North,Electronics,Phones,Mobile,3718,20,820.98
South,Groceries,Dairy,In-Store,20307.3,65,2844.43
West,Groceries,Dairy,Mobile,53794.51,133,15562.39
West,Clothing,Men,Mobile,28042.24,64,9101.48
North,Sports,Team Sports,Mobile,6011.32,14,587.5
South,Electronics,Tablets,Online,76257.93,183,19586.37
South,Furniture,Bedroom,Online,13256.22,186,4184.1
South,Clothing,Kids,Online,14406,175,4495.75
East,Beauty,Skincare,Mobile,42741.36,116,11797.7
South,Groceries,Produce,In-Store,42796.95,105,10685.33
North,Clothing,Kids,Mobile,12564.21,131,5604.71
West,Electronics,Tablets,Online,41300.64,172,9957.52
South,Clothing,Men,Mobile,57449.7,165,18040.97
South,Beauty,Skincare,Online,48882.75,175,20166.64
South,Electronics,Laptops,Mobile,3459,100,797.71
West,Electronics,Accessories,In-Store,29129.87,77,11745.61
West,Beauty,Makeup,Online,6951,84,525.42
North,Clothing,Men,Mobile,7603.5,37,2051.77
West,Electronics,Laptops,In-Store,15946.7,133,5254.89
East,Groceries,Bakery,Online,26725.7,199,10780.14
East,Furniture,Bedroom,Mobile,4842.72,16,1865.55
East,Furniture,Bedroom,Mobile,22927.92,166,2511.36
West,Beauty,Skincare,In-Store,17617.94,142,4284.93
East,Beauty,Haircare,Mobile,6114.9,85,1356.24
North,Clothing,Men,In-Store,1136.15,155,97.88
East,Clothing,Kids,In-Store,8097.51,31,3034.59
North,Groceries,Produce,In-Store,70960.55,155,4011.93
East,Groceries,Dairy,In-Store,75364.52,154,33305.59
West,Beauty,Skincare,Online,10109.9,95,1178.55
North,Groceries,Dairy,Online,21108.96,144,1934.33
East,Electronics,Laptops,Mobile,63372.75,175,22826.45
North,Furniture,Office,Mobile,51697.14,146,12947.81
North,Electronics,Tablets,Mobile,6988.5,50,2142.4
South,Sports,Gym,Mobile,26451.6,120,5776.64
South,Clothing,Women,Mobile,43387.74,99,10469.45
South,Clothing,Men,Mobile,21131.46,186,7834.79
West,Sports,Team Sports,Online,36599.04,96,8361.51
North,Clothing,Women,In-Store,33342.96,168,5206.41
North,Sports,Outdoor,Online,74514.96,152,30175.85
West,Sports,Gym,In-Store,4815.14,86,1956.57
South,Electronics,Accessories,In-Store,31313.7,99,9737.91
East,Sports,Team Sports,Mobile,36783.7,178,11873.9
East,Clothing,Kids,In-Store,11300.75,85,3077.02
North,Furniture,Bedroom,In-Store,37784.97,93,8805.67
South,Sports,Outdoor,In-Store,65853.11,167,24612.18
North,Beauty,Haircare,Mobile,12070.08,108,4386.74
South,Sports,Team Sports,Online,3229.3,10,216.61
South,Sports,Gym,Mobile,6121.84,118,1434.53
East,Sports,Team Sports,In-Store,58046.72,128,17112.58
West,Groceries,Bakery,In-Store,61203.92,124,20380.79
East,Electronics,Laptops,Online,27213.16,118,11030.77
East,Sports,Team Sports,Online,59589,150,11542.52
East,Electronics,Tablets,Mobile,29712.15,65,12352.41
West,Electronics,Laptops,Online,38086.61,199,7021.23
East,Furniture,Bedroom,Mobile,63915.56,163,25674.61
North,Furniture,Living Room,Online,5828.75,125,1018.41
South,Clothing,Women,Online,14453.92,52,1270.96
East,Sports,Gym,Online,3384.3,174,1507.79
South,Beauty,Makeup,In-Store,4935.3,30,538.52
West,Sports,Team Sports,Online,12515.8,44,1471.88
West,Beauty,Haircare,Online,8628.27,21,1776.12
South,Furniture,Bedroom,Mobile,12530.7,90,2361.92
West,Groceries,Dairy,Online,7155.7,163,553.12
East,Groceries,Produce,Online,7822.32,24,1619.35
West,Beauty,Skincare,Online,47976.2,97,5981.37
West,Beauty,Makeup,Mobile,29326.92,84,9594.89
East,Beauty,Haircare,Mobile,30009.6,64,12649.01
West,Sports,Outdoor,In-Store,44643.69,161,17697.44
South,Furniture,Bedroom,Online,5620.23,33,2152.41
East,Clothing,Men,Online,36213.84,104,12034.53
West,Clothing,Kids,Mobile,10008.46,22,626.33
East,Furniture,Bedroom,Online,6362.4,44,2505.95
West,Furniture,Office,In-Store,2907.32,13,1209.36
South,Beauty,Haircare,In-Store,1399.05,9,140.91
East,Furniture,Office,In-Store,29604.3,165,8812.51
South,Groceries,Dairy,Online,4333.2,92,1377.59
West,Groceries,Bakery,In-Store,22300.16,62,5671.14
South,Sports,Gym,Online,1417.49,23,229.14
West,Sports,Team Sports,Mobile,8381.28,114,3422.47
East,Beauty,Haircare,Online,13018.68,172,5718.11
South,Electronics,Accessories,Mobile,23183.88,129,3770.19
North,Clothing,Women,Mobile,51012.5,125,11479.73
East,Sports,Outdoor,Mobile,11591.9,38,3358.82
South,Groceries,Bakery,In-Store,12958.42,34,2226.86
North,Beauty,Makeup,Mobile,13142.8,88,1225.77
East,Groceries,Dairy,In-Store,71433,180,6834.05
East,Groceries,Produce,Mobile,6068.75,25,758.33
South,Furniture,Living Room,In-Store,4591.84,176,819.37
East,Clothing,Men,Mobile,14655.6,92,2144.34
East,Clothing,Men,In-Store,26674,100,10063.67
West,Clothing,Men,Online,6728.88,69,2967.29
West,Groceries,Produce,Mobile,16284,120,3000.55
South,Clothing,Women,Mobile,10168,41,2584.75
South,Furniture,Office,In-Store,4811.2,32,2099.91
West,Sports,Team Sports,In-Store,29854.9,106,6862.26
South,Furniture,Living Room,Mobile,33050.03,139,2714.87
North,Electronics,Accessories,Online,10416.24,36,4124.07
South,Sports,Gym,Online,59769.6,165,8326.59
East,Beauty,Makeup,In-Store,5900.16,16,1349.79
East,Clothing,Women,Mobile,65713.2,140,4010.25
North,Beauty,Skincare,In-Store,38465.2,185,14121.83
West,Groceries,Dairy,Mobile,10844.86,53,4048.1
South,Furniture,Office,In-Store,20684.13,93,6334.42
West,Electronics,Accessories,In-Store,6751.65,103,1840.24
West,Electronics,Phones,In-Store,16722.05,85,976.75
East,Electronics,Laptops,Mobile,13583.4,60,5840.38
South,Beauty,Haircare,Online,12966.48,87,1992.26
West,Electronics,Laptops,Online,44216.85,155,15255.17
North,Furniture,Living Room,Mobile,10926.91,29,767.65
South,Clothing,Men,Online,5527.4,145,983.93
West,Beauty,Makeup,Online,1770.72,48,269.58
South,Clothing,Women,Online,34423.47,151,5807.33
North,Furniture,Office,Online,40422.67,131,3112.69
West,Electronics,Accessories,In-Store,21165.3,134,3820.35
West,Electronics,Laptops,Mobile,47012.08,197,11369.96
West,Clothing,Women,In-Store,1531.35,45,188.49
West,Clothing,Kids,Online,5019.56,196,645.45
East,Clothing,Women,Online,41061.98,103,4444.66
South,Clothing,Men,In-Store,14622.4,152,830.52
North,Sports,Outdoor,Online,81750.94,193,6209.46
South,Furniture,Bedroom,Mobile,72990.12,186,6324.03
South,Clothing,Kids,In-Store,53651.85,185,11079.05
West,Clothing,Men,Online,3311.94,191,732.04
