age_group,gender,region,diet_type,bmi,sleep_hours,health_score
55+,Female,West,Vegetarian,31.39,6.27,30.78
45-54,Female,Northeast,Vegan,35.94,6.8,94.2
55+,Female,Southeast,Omnivore,18.37,9.7,98.11
55+,Male,West,Keto,17.66,7.97,40.97
18-24,Female,Southeast,Keto,23.24,9.52,76.47
55+,Male,Southwest,Vegan,35.1,4.49,60.28
25-34,Male,Northeast,Vegan,35.59,9.49,94.67
25-34,Female,West,Omnivore,28.79,5.59,52.08
35-44,Female,Midwest,Keto,36.53,9.8,75.51
45-54,Male,Southeast,Vegetarian,34.07,7.02,56.04
35-44,Female,Southwest,Vegetarian,16.25,5.3,59.52
45-54,Male,Southwest,Vegetarian,39.59,8.13,60.66
18-24,Female,West,Vegan,17.99,9.47,31.98
18-24,Female,Midwest,Vegan,25.45,6.82,31.81
35-44,Female,Northeast,Vegetarian,35.93,7.98,53.33
35-44,Male,Southeast,Keto,38.61,7.31,38.77
45-54,Male,Midwest,Vegetarian,26.38,5.59,40.08
35-44,Male,West,Vegan,17.04,8.1,51.02
25-34,Male,West,Keto,29.32,7.45,91.62
35-44,Female,Southwest,Vegan,19.06,6.56,33.96
45-54,Male,West,Vegetarian,39.05,5.67,61.71
45-54,Female,Midwest,Omnivore,36.21,5.46,62.98
25-34,Female,Midwest,Omnivore,34.64,9.58,79.72
25-34,Male,Midwest,Omnivore,34.38,7.85,52.54
45-54,Male,Southwest,Keto,31.11,4.37,40.77
18-24,Male,West,Vegetarian,41.48,8.75,78.31
35-44,Female,Midwest,Vegetarian,38.96,5.19,45.79
45-54,Male,Midwest,Vegan,25.35,9.21,31.31
18-24,Female,Southwest,Keto,21.99,9.67,68.6
25-34,Male,Northeast,Keto,37.25,9.91,50.95
45-54,Female,Southeast,Vegan,20.19,9.34,57.29
18-24,Male,Northeast,Vegetarian,29.09,5.76,78.18
45-54,Male,Southwest,Keto,38.61,4.78,86.3
35-44,Male,Northeast,Keto,37.34,9.12,74.31
55+,Male,West,Omnivore,41.2,9.21,81.95
55+,Male,West,Vegan,27.46,7.25,36.04
18-24,Male,Southwest,Vegetarian,21.53,8.58,56.2
35-44,Male,Southwest,Omnivore,29.14,9.28,40.29
18-24,Female,West,Omnivore,22.1,5.28,83.09
25-34,Male,Midwest,Vegetarian,29.41,8.52,99.93
45-54,Female,West,Vegetarian,40.33,7.69,57.62
25-34,Female,West,Vegetarian,40.5,9.4,47.55
55+,Male,Northeast,Vegan,33.81,5.13,55.04
18-24,Female,Midwest,Omnivore,38.14,6.49,57.92
45-54,Male,Northeast,Vegetarian,31.14,7.41,72.06
25-34,Male,Southwest,Vegan,33.11,4.04,46.91
35-44,Female,Northeast,Vegan,34.72,6.16,98.35
55+,Female,Northeast,Vegan,20.59,4.58,34.86
45-54,Male,Southwest,Vegan,36.74,4.75,47.72
45-54,Female,Northeast,Keto,35.66,4.71,66.76
45-54,Female,Midwest,Keto,20,7.36,62.12
25-34,Male,Southwest,Omnivore,24.18,4.51,52.73
45-54,Female,West,Vegetarian,23.42,4.39,54.89
45-54,Female,Northeast,Keto,18.78,9.62,82.22
55+,Male,Southeast,Vegan,32.81,7.32,64.06
18-24,Female,Northeast,Vegetarian,31.09,5.61,96.63
35-44,Male,Southeast,Keto,24.83,7.52,38.6
45-54,Female,Southeast,Vegetarian,32.04,9.11,32.65
35-44,Male,Midwest,Vegan,37.52,5.29,88.26
45-54,Male,Midwest,Vegan,22.97,4.88,73.29
18-24,Female,Northeast,Omnivore,27.85,7.09,31.46
25-34,Male,Southeast,Omnivore,36.21,7.2,46.9
35-44,Female,Southwest,Vegan,25.35,8.94,72.27
25-34,Female,Southwest,Omnivore,16.81,8.98,33.72
25-34,Female,Southeast,Vegan,26.58,7.96,60.68
18-24,Female,Southeast,Vegan,32.38,7,85.42
18-24,Female,Northeast,Vegan,28.43,9.89,79.97
35-44,Female,West,Keto,32.7,6.07,64.55
55+,Female,Southwest,Keto,32.39,9.28,77.29
35-44,Female,Northeast,Vegan,22.4,9.41,37.75
18-24,Female,Southeast,Omnivore,38.64,4.28,35.67
45-54,Female,Midwest,Keto,34.66,8.62,92.68
45-54,Female,Southwest,Omnivore,24.38,7.01,73.03
25-34,Male,Midwest,Vegetarian,40.44,8.45,63.27
55+,Male,Midwest,Omnivore,16.51,7.19,53.69
55+,Female,Southwest,Vegetarian,35.31,4.13,99.25
45-54,Female,Southwest,Omnivore,37.54,4.12,64.81
55+,Male,Midwest,Vegetarian,21.65,7.52,61.79
25-34,Male,Southwest,Omnivore,18.33,9.92,66.46
18-24,Female,Southwest,Keto,36.54,4.57,58.6
35-44,Female,West,Vegan,33.27,8.98,89.34
35-44,Male,Midwest,Omnivore,39.84,5.29,56.57
25-34,Male,Midwest,Vegetarian,41.44,6.64,55.05
55+,Male,Southeast,Keto,41.72,6.72,99.96
25-34,Male,West,Omnivore,32.65,4.12,53.84
25-34,Male,Southwest,Vegetarian,21.45,5.69,59.53
45-54,Male,Southwest,Omnivore,33.32,9.09,55.55
35-44,Male,Southeast,Keto,39.4,7.92,88.18
35-44,Female,Southwest,Vegetarian,31.67,7.27,78.63
45-54,Male,Northeast,Omnivore,32.76,9.75,80.41
35-44,Male,West,Keto,26.61,9.72,42
55+,Female,West,Keto,32.25,5.48,92.48
55+,Female,Midwest,Omnivore,36.7,5.88,90.73
25-34,Male,West,Keto,22.5,8.08,95.28
18-24,Female,Southeast,Vegan,34.83,5.33,86.48
25-34,Male,Southeast,Vegan,17.69,6.77,81.86
55+,Male,Northeast,Keto,39.95,7.45,65.16
25-34,Female,Southwest,Vegetarian,17.38,6.93,99.59
45-54,Female,Southwest,Vegetarian,25.76,4.22,67.36
25-34,Male,Northeast,Vegetarian,38.47,5.38,38.92
55+,Male,Southwest,Vegetarian,33.82,7.89,68.88
35-44,Female,Southwest,Vegetarian,21.86,5.93,75.91
35-44,Male,Southwest,Omnivore,17.45,7.25,75.13
45-54,Male,West,Vegan,29.86,6.87,46.65
18-24,Male,Northeast,Vegetarian,33.01,6.6,98.78
35-44,Male,Midwest,Keto,33.19,6.23,30.66
55+,Male,Northeast,Keto,35.18,8.46,84.76
55+,Female,Southwest,Vegetarian,23.01,7.62,78.59
45-54,Female,Midwest,Keto,30.26,9.71,95.83
35-44,Male,Southwest,Omnivore,21.06,4.07,42.72
25-34,Female,Northeast,Omnivore,39.48,4.73,71.71
35-44,Male,Southeast,Vegan,21.34,5.83,41.26
35-44,Female,Southwest,Vegetarian,21.89,5.26,80.21
55+,Female,Northeast,Omnivore,16.41,4.78,81.06
55+,Male,Northeast,Vegetarian,33.07,7.75,63.35
25-34,Male,Northeast,Omnivore,30.84,6.45,83.14
25-34,Female,Northeast,Keto,24.72,7.22,53.15
25-34,Male,West,Keto,35.62,6.7,73.41
35-44,Female,Midwest,Vegan,24.23,5.54,44.57
35-44,Female,Southwest,Vegan,33.04,9.45,57.67
18-24,Female,Southwest,Vegetarian,37.95,8.09,65.33
55+,Male,West,Omnivore,26.72,9.98,67.39
25-34,Female,Southwest,Vegan,38.25,8.6,30.14
18-24,Male,Southwest,Vegetarian,23.65,7.83,46.31
18-24,Female,Southwest,Omnivore,20.88,4.05,64.14
45-54,Female,Midwest,Vegan,22.65,6.87,31.18
45-54,Female,Northeast,Keto,19.02,7.87,45.21
25-34,Female,Northeast,Vegetarian,41.87,7.39,73.09
25-34,Male,Midwest,Keto,22.46,5.34,93.17
25-34,Female,Southwest,Vegan,16.57,8.62,89.26
35-44,Male,Southwest,Keto,32.87,7,32.16
55+,Male,Southwest,Omnivore,16.19,7.12,88.26
25-34,Female,West,Keto,23.25,6.67,64.67
55+,Female,Southwest,Vegan,41.08,5.05,43.44
55+,Male,West,Vegetarian,19.79,6.98,54.47
45-54,Female,Northeast,Omnivore,37.2,7.98,91.74
18-24,Male,Midwest,Vegetarian,25.53,4.98,87.22
25-34,Female,Northeast,Keto,27.68,7.41,86.87
55+,Male,West,Omnivore,17.6,8.42,39.09
45-54,Male,West,Keto,20.48,9.26,48.26
18-24,Male,Southeast,Omnivore,40.63,5.15,83.63
55+,Female,Northeast,Keto,36.58,7.11,58.61
45-54,Female,Northeast,Vegetarian,24.76,4.77,33.78
55+,Female,Midwest,Vegan,29.56,7.42,53.89
45-54,Female,West,Vegetarian,24.67,7.15,69.08
55+,Male,West,Omnivore,36.54,4.43,89.28
18-24,Male,West,Keto,32.48,5.1,90.15
35-44,Female,West,Keto,21.12,7.96,53.59
25-34,Female,Southeast,Vegan,23.01,7.89,58.53
18-24,Female,Southwest,Omnivore,29.8,7.18,65.85
45-54,Female,Southeast,Omnivore,39.45,8.74,81.17
18-24,Male,Southeast,Keto,27.68,9.8,82.02
18-24,Male,West,Vegetarian,28.79,8.36,42.51
25-34,Female,Southwest,Keto,32.37,4.08,36.62
18-24,Male,Southwest,Vegan,18.08,5.76,84.01
18-24,Male,Southwest,Vegan,25.09,4.72,53.02
35-44,Female,Midwest,Keto,16.56,8.33,67.14
55+,Male,West,Omnivore,30.67,8.35,50.39
35-44,Female,Southwest,Vegetarian,27.38,7.06,30.79
18-24,Female,Southwest,Vegetarian,30.82,7.05,40.32
55+,Male,Northeast,Vegan,18.27,7.52,43.5
55+,Female,Southwest,Vegan,31.33,4.56,93.41
55+,Female,West,Keto,20.46,4.21,66.39
35-44,Male,Southeast,Keto,36.63,4.11,56.06
45-54,Female,Midwest,Vegan,20,9.54,32.46
35-44,Male,Northeast,Vegetarian,30.74,8.84,74.72
25-34,Male,Southwest,Vegetarian,21.53,9.11,69.04
25-34,Male,Northeast,Vegetarian,37.2,8.11,89.29
18-24,Male,Midwest,Vegetarian,33.49,6.83,45.3
35-44,Female,Northeast,Vegan,16.13,5.59,50.98
45-54,Female,Northeast,Vegan,38.79,7.96,79.08
45-54,Male,Midwest,Vegetarian,25.07,9.42,56.19
55+,Male,Southwest,Omnivore,31.66,4.64,70.3
55+,Female,Midwest,Vegan,39.33,8.25,95.87
25-34,Male,West,Vegan,16.59,5.8,59.77
18-24,Male,Midwest,Vegetarian,22.15,5.02,72.43
35-44,Female,Southwest,Vegetarian,37.15,8.6,34.4
55+,Male,Southeast,Vegetarian,17.45,7.47,64.12
55+,Male,Northeast,Keto,34.88,8.21,62.7
45-54,Female,Northeast,Vegetarian,33.71,8.07,32.29
55+,Female,West,Vegetarian,33.15,5.2,81.09
18-24,Female,West,Keto,23.16,8.1,81.64
25-34,Male,Northeast,Omnivore,33.94,8.17,76.95
25-34,Female,Midwest,Vegetarian,17.9,5.15,97.78
45-54,Male,Midwest,Omnivore,24.99,8.3,71.78
25-34,Female,West,Keto,41.78,9.91,98.89
55+,Male,Midwest,Keto,20.94,6.59,59.45
25-34,Female,Southeast,Vegetarian,19.38,5.95,92.73
25-34,Female,Southwest,Vegan,32.06,5.41,76.14
25-34,Male,Southeast,Keto,40.29,7.49,95.55
35-44,Female,Northeast,Keto,36.7,9.91,39.35
45-54,Female,Southeast,Keto,30.84,7.46,78.13
35-44,Female,Southwest,Keto,28.85,4.18,86.62
45-54,Female,Southwest,Vegetarian,20.68,6.16,42.17
45-54,Female,Southeast,Vegan,37.52,9.66,95.6
35-44,Female,Northeast,Keto,41.95,5.59,79.58
25-34,Male,Southwest,Keto,20.68,7.09,33.12
18-24,Female,Southeast,Keto,41.6,6.17,86.78
55+,Male,Northeast,Vegetarian,38.66,4.1,69.17
25-34,Female,Midwest,Vegan,40.36,8.4,92.04
45-54,Female,Southeast,Keto,26.08,5.64,30.84
18-24,Female,Northeast,Vegan,16.33,6.09,33.31
45-54,Male,West,Omnivore,34.68,4.38,45.35
35-44,Male,Southwest,Keto,35.76,4.21,52.11
25-34,Female,Northeast,Vegan,24.78,6.37,58.12
25-34,Female,Midwest,Vegan,24.76,5.85,60.93
25-34,Male,Southeast,Vegan,40.02,9.35,79.94
45-54,Male,Southeast,Vegan,28.38,9.45,46.64
45-54,Female,West,Omnivore,37.45,8.58,60.02
45-54,Female,Southeast,Vegan,19.14,5.66,88.27
45-54,Male,Midwest,Vegan,40.54,6.81,69.44
45-54,Female,Northeast,Keto,40.65,8.62,36.44
18-24,Male,West,Vegetarian,17.77,4.21,46.77
25-34,Female,Southwest,Vegan,37.76,6.21,90.89
25-34,Female,Northeast,Omnivore,21.93,9.61,81.4
25-34,Male,Southwest,Omnivore,37.83,5.54,94.5
35-44,Female,West,Omnivore,27.92,9.11,38.05
35-44,Male,West,Vegetarian,18.45,7.67,67.91
45-54,Female,West,Vegetarian,25.76,5.13,72.59
45-54,Female,Southwest,Keto,38.43,7.18,89.7
35-44,Male,West,Omnivore,38.19,6.85,88.55
55+,Male,Midwest,Vegetarian,24.59,8.53,34.67
55+,Female,West,Vegetarian,30.36,4.96,62.29
18-24,Male,Northeast,Vegan,32.12,4.21,94.46
18-24,Male,Northeast,Keto,26.14,4.38,73.6
18-24,Female,Southwest,Omnivore,23.78,4,65.53
25-34,Female,West,Keto,40.36,8.62,41.45
18-24,Female,Midwest,Omnivore,23.25,8.58,45.71
25-34,Male,Midwest,Keto,24.54,9.32,58.1
25-34,Female,Southwest,Omnivore,29.26,4.78,36.82
55+,Male,Northeast,Keto,31.23,6.92,40.26
35-44,Female,Northeast,Keto,25.24,5.26,72.39
55+,Male,Midwest,Vegan,37.55,7.97,54.82
45-54,Female,Midwest,Omnivore,40.08,7.81,34.05
55+,Female,Northeast,Omnivore,29,5.26,47.89
35-44,Female,Southwest,Vegetarian,17.02,5.41,64.97
45-54,Female,West,Vegetarian,32.75,5.83,50.67
55+,Male,Southwest,Vegetarian,30.51,5.5,74.07
35-44,Female,Southwest,Vegetarian,33.44,5.46,43.02
45-54,Male,West,Vegetarian,27.65,9.78,78.06
18-24,Female,Southwest,Omnivore,38.61,8.04,38.38
45-54,Female,West,Vegetarian,18.39,7,45.99
45-54,Male,Northeast,Keto,34.43,5.79,80.09
35-44,Male,West,Omnivore,24.12,9.22,35.04
25-34,Male,Midwest,Vegan,37.07,4,94.63
18-24,Male,Southeast,Keto,23.33,7.15,65.75
35-44,Male,Midwest,Keto,32.15,6.65,65.96
55+,Female,West,Omnivore,20.01,4.67,89.95
55+,Male,Southwest,Vegan,28.58,5.89,70.92
55+,Female,Northeast,Omnivore,31.31,8.17,34.35
35-44,Female,Southeast,Keto,24.52,8.61,75.52
18-24,Male,West,Keto,36.21,6.53,81.21
35-44,Female,Midwest,Omnivore,31.84,6.65,38.72
18-24,Female,West,Vegan,21.6,7.66,73.65
35-44,Female,West,Vegan,20.75,8.99,60.5
25-34,Male,Midwest,Omnivore,29.71,9.39,85.33
35-44,Male,Midwest,Keto,19.51,7.14,86.8
25-34,Female,Midwest,Omnivore,31.54,7.45,54.64
18-24,Female,Southwest,Keto,31.94,7.78,99.05
55+,Female,Northeast,Vegan,34.18,7.08,35.84
25-34,Female,Northeast,Keto,27.45,4.77,81.87
18-24,Female,Midwest,Vegetarian,33.49,6.55,45.01
55+,Male,Southeast,Keto,19.83,8.84,72.52
45-54,Female,Southwest,Vegetarian,22.56,6.89,59.37
45-54,Male,Southeast,Vegetarian,23.31,7.18,91.46
18-24,Male,Midwest,Keto,24.21,4.53,68.62
55+,Female,Midwest,Omnivore,27.56,9.38,92.25
45-54,Female,Midwest,Keto,32.26,4.11,64.16
25-34,Female,Northeast,Vegetarian,34.38,7.52,55.77
18-24,Female,Northeast,Omnivore,20.18,5.96,60.92
45-54,Female,West,Vegan,42,9.62,85.43
55+,Male,Southeast,Omnivore,20.7,9.34,96.83
35-44,Male,Northeast,Omnivore,32.81,6.13,78.91
18-24,Female,Southwest,Vegetarian,24.74,8.37,84.72
55+,Female,West,Vegetarian,37.71,5.74,60.36
55+,Male,Southwest,Vegan,27.02,9.87,35.16
18-24,Female,Northeast,Keto,16.55,8.18,60.13
25-34,Female,Northeast,Vegetarian,16.3,4.78,51.35
25-34,Female,West,Omnivore,38.87,6.43,69.09
18-24,Male,Southeast,Omnivore,38.33,5.8,64.23
45-54,Female,Northeast,Omnivore,16.38,7.82,47.61
18-24,Male,West,Vegetarian,39.76,7.32,51.27
55+,Female,West,Vegan,25.33,5.99,62.08
18-24,Male,Northeast,Keto,41.34,7.97,56.67
35-44,Male,West,Vegetarian,30.95,7.91,43.6
45-54,Female,West,Omnivore,26.33,6.51,63.91
45-54,Female,Midwest,Keto,17.89,5.76,53.79
55+,Female,West,Omnivore,19.73,6.85,70.36
25-34,Female,Southeast,Vegan,27.96,6.38,76.44
45-54,Female,Northeast,Vegetarian,32.17,4.25,42.04
25-34,Male,Midwest,Vegan,17.16,4.68,33.69
55+,Male,Southeast,Vegetarian,29.22,6.49,99.49
35-44,Female,West,Vegetarian,34.84,7.57,76.33
55+,Male,Northeast,Vegan,41,7.92,90.37
45-54,Female,Southwest,Omnivore,38.07,9.17,99.31
25-34,Male,West,Vegan,21.35,5.5,87.45
45-54,Male,West,Vegan,27.04,4.94,76.28
35-44,Female,Midwest,Keto,17.75,8.99,73.83
55+,Female,Northeast,Vegetarian,41.24,4.33,53.22
35-44,Male,Southeast,Omnivore,23.02,9.11,61.42
55+,Female,Northeast,Vegetarian,16.96,5.92,88.38
18-24,Male,Northeast,Keto,39.4,7.69,72.32
18-24,Male,Southwest,Vegetarian,27.83,9.48,93.15
25-34,Male,West,Vegan,26.4,6.79,59.77
18-24,Female,Southeast,Omnivore,39.4,5.8,74.78
25-34,Female,Southwest,Omnivore,26.18,9.13,39.65
45-54,Male,West,Omnivore,18.83,9.24,51.97
55+,Male,West,Vegan,18.7,4.87,52.78
18-24,Female,Southwest,Vegetarian,33.73,7.56,86.93
35-44,Female,Midwest,Vegan,24.04,6.39,68.79
45-54,Female,Southwest,Keto,31.9,8.77,35.44
35-44,Male,Midwest,Omnivore,37.91,6.25,61.35
55+,Female,Midwest,Vegan,28.61,7.63,33.73
25-34,Female,Southwest,Omnivore,34.98,4.83,64.35
18-24,Female,Northeast,Vegetarian,18.01,8.65,78.96
55+,Male,West,Keto,21.71,9.75,85.6
18-24,Female,Southwest,Omnivore,30.66,9.48,31.22
35-44,Female,West,Keto,21.76,5.9,94.67
35-44,Female,Southeast,Keto,25.82,9.6,93.49
35-44,Male,West,Vegetarian,37.39,4.5,57.35
35-44,Female,Southwest,Omnivore,26.39,6.64,79.59
25-34,Female,Northeast,Omnivore,18.98,4.99,31.15
55+,Female,West,Omnivore,23.3,6.82,47.93
35-44,Female,Southeast,Keto,32.09,8.98,84.6
25-34,Male,Midwest,Vegetarian,35.5,9.45,79.42
45-54,Female,Southeast,Vegan,31.36,9.98,58.81
25-34,Female,Southeast,Vegan,32.94,8.99,48.09
35-44,Male,Midwest,Omnivore,18.88,8.3,85.48
35-44,Female,Southeast,Vegetarian,36.39,5.82,83.6
55+,Male,Midwest,Omnivore,40.31,8.93,79.44
45-54,Male,Southwest,Keto,29.94,6.81,62.56
35-44,Female,Southeast,Vegetarian,22.52,5.66,79.44
18-24,Male,Northeast,Vegetarian,22.33,5.73,59.41
35-44,Female,Southeast,Vegetarian,33.91,4.58,68.61
25-34,Female,Midwest,Vegan,22.84,7.02,60.05
25-34,Female,Northeast,Omnivore,23.88,7.83,46.94
55+,Male,Southwest,Vegetarian,20.73,8.49,92.49
25-34,Female,Midwest,Keto,28.11,5.42,64.42
35-44,Male,Midwest,Vegan,34.22,5.24,57.42
18-24,Female,Midwest,Vegan,41.96,8.27,54.01
25-34,Female,Southwest,Vegetarian,40.25,4.08,46.39
18-24,Female,Southeast,Keto,34.43,4.11,89.92
35-44,Female,Northeast,Keto,25.45,5.23,67.12
18-24,Female,Southwest,Vegan,33.73,9.36,66.07
35-44,Male,Southwest,Vegetarian,35.41,6.7,51.07
45-54,Male,Southwest,Omnivore,23.29,8.47,46.03
18-24,Male,Southwest,Vegan,35.86,5.61,65.92
35-44,Female,Northeast,Omnivore,35.92,9.02,43.33
55+,Male,Southwest,Omnivore,19.36,8.92,44.91
18-24,Male,Midwest,Vegetarian,28.48,5.36,64.67
25-34,Female,Northeast,Vegan,20.25,5.04,90.03
35-44,Female,Midwest,Vegan,26.23,7.3,87.4
55+,Female,Southwest,Vegan,21.46,5.18,41.38
18-24,Female,West,Keto,26.69,6.45,68.64
35-44,Male,Northeast,Keto,18.6,4.79,31.31
55+,Male,Southwest,Keto,32.73,8.02,39.4
25-34,Female,Northeast,Keto,18.14,6.62,47.58
45-54,Male,West,Vegan,29.57,6.52,85.32
25-34,Male,West,Vegan,28.65,7.08,52.46
18-24,Female,Northeast,Vegetarian,18.44,6.12,66.75
18-24,Male,Southwest,Keto,27.71,5.37,53.29
55+,Male,Northeast,Keto,37.24,9,47.53
18-24,Male,Southwest,Omnivore,31.74,9.67,84.1
45-54,Female,Southeast,Keto,19.03,9.18,89.32
18-24,Male,Southeast,Keto,32.9,8.78,73.34
55+,Male,Midwest,Keto,20.08,8.19,59.06
45-54,Female,Southeast,Omnivore,22.87,5.77,64.19
55+,Male,Southwest,Vegetarian,16.47,4.9,59.43
35-44,Female,Northeast,Vegan,38.7,9.8,99.04
25-34,Female,Northeast,Vegan,30.85,6.64,87.55
45-54,Female,Midwest,Omnivore,24.06,8.21,88.06
55+,Female,Midwest,Vegan,30.4,4.45,93.97
55+,Male,Southwest,Vegetarian,25.4,7.05,94.2
55+,Female,Southeast,Omnivore,24.17,4.46,32.23
25-34,Male,West,Keto,38.72,7.55,49.06
25-34,Male,Midwest,Keto,30.68,8.81,50.37
45-54,Male,Southeast,Omnivore,37.51,7.34,54.42
55+,Male,West,Keto,19.19,4.36,47.51
55+,Female,Northeast,Vegetarian,17.68,6.36,30.78
45-54,Female,Northeast,Omnivore,16.63,8.74,65.7
18-24,Female,West,Vegan,22.94,6.1,48.6
35-44,Male,Northeast,Vegetarian,25.94,7.92,77.94
35-44,Female,Midwest,Vegetarian,36.6,4.56,30.86
35-44,Female,Northeast,Omnivore,20.68,5.28,69.75
18-24,Male,Southeast,Vegan,18.36,4.37,93.12
25-34,Female,West,Keto,19.08,8.23,42.29
45-54,Male,Southeast,Vegetarian,18.36,7.92,95.79
45-54,Male,West,Omnivore,20.27,9.72,85.47
55+,Male,Southwest,Keto,36.11,4.85,44.86
55+,Male,Midwest,Vegan,41.28,9.52,82.42
45-54,Male,West,Vegan,33.78,8.2,80.36
25-34,Male,Northeast,Vegan,34.67,6.96,32.27
25-34,Female,West,Vegan,31.87,5.36,48.85
35-44,Female,Midwest,Omnivore,23.61,8.11,75.59
45-54,Female,Southwest,Vegan,16.6,6.11,46.74
25-34,Male,Northeast,Vegetarian,40.89,4.09,73.14
45-54,Female,Southwest,Vegan,20.79,6.96,42.08
18-24,Male,West,Vegan,18.08,7.98,36.06
35-44,Female,Northeast,Keto,29.75,4.57,71.18
35-44,Male,Midwest,Keto,23.49,8.87,42.47
25-34,Female,Southeast,Keto,27.94,4.11,85.13
55+,Male,West,Vegan,19.21,5.72,75.01
55+,Female,Southwest,Vegan,17.63,8.6,81.09
18-24,Male,West,Vegetarian,16.01,6.8,58.72
18-24,Female,Southeast,Omnivore,34.95,5,40.39
35-44,Male,Midwest,Vegan,30.24,6.03,88.21
18-24,Male,West,Omnivore,16.37,4.79,89.18
18-24,Male,West,Keto,19.77,7.72,85.19
45-54,Female,Midwest,Vegan,29.63,5.18,45.29
25-34,Male,West,Keto,34.52,6.3,65.05
18-24,Female,Northeast,Keto,36.19,9.31,55.82
45-54,Male,West,Vegan,32.51,8.53,33.93
55+,Male,Southeast,Keto,36.72,9.83,30.88
35-44,Male,West,Omnivore,34.33,6.99,48.05
35-44,Male,Southeast,Omnivore,25.22,4.34,91.72
25-34,Female,Southwest,Keto,22.85,9.48,51.81
18-24,Male,West,Vegan,17.61,4.58,50.1
55+,Female,Northeast,Omnivore,20.96,7.39,73.91
55+,Male,Northeast,Keto,19.99,9.9,65.07
25-34,Female,Southwest,Keto,36.18,7.12,98.78
35-44,Female,Northeast,Vegetarian,29.88,5.29,88.98
25-34,Male,Southwest,Vegetarian,30.09,6.88,40.53
55+,Female,Midwest,Vegan,21.81,6.7,35.32
55+,Male,Southwest,Vegetarian,21.6,9.16,57.82
18-24,Female,Southwest,Vegan,20.2,6.75,98.45
18-24,Female,Midwest,Omnivore,26.05,5.89,50.23
35-44,Female,Northeast,Omnivore,22.93,9.52,76.15
55+,Female,Northeast,Vegetarian,18.12,6.6,64.37
45-54,Female,Midwest,Vegetarian,41.76,9.49,54.37
55+,Female,Northeast,Omnivore,25.09,4.16,98.33
18-24,Female,Midwest,Vegan,20.25,7.05,35.25
18-24,Male,West,Omnivore,22.26,9.47,80
35-44,Female,Northeast,Vegetarian,33.65,6,81.87
45-54,Female,Southwest,Omnivore,37.37,6.12,45.75
35-44,Male,Northeast,Vegan,26.98,8.89,79.45
55+,Male,Southwest,Vegetarian,32.95,7.47,92.63
55+,Female,Midwest,Vegan,41.2,8.02,32.39
25-34,Female,Midwest,Omnivore,25.8,4.39,82.16
18-24,Male,Southeast,Keto,34.12,7.28,37.35
18-24,Female,Northeast,Omnivore,19.73,6.65,56.17
18-24,Female,West,Omnivore,28.16,8.48,83.92
18-24,Female,Midwest,Keto,16.19,9.5,88.64
35-44,Female,Midwest,Vegan,35.28,7.19,79.95
18-24,Male,Southeast,Omnivore,31.29,9.72,64.8
55+,Female,Midwest,Vegan,24.88,6.3,59.6
18-24,Male,Southwest,Keto,30.04,6.05,39.62
25-34,Male,Southwest,Vegan,39.79,9.2,41.1
55+,Male,Southeast,Vegetarian,28.79,6.16,46.72
45-54,Female,West,Omnivore,20.84,5.28,31.02
35-44,Male,West,Omnivore,22.76,7.61,35.46
55+,Male,Southwest,Vegetarian,17.49,5.18,88.87
25-34,Female,Midwest,Omnivore,29.6,6.16,89.36
55+,Male,Southeast,Vegetarian,33.37,5.79,33.93
25-34,Male,West,Omnivore,24.38,6.66,58.93
18-24,Female,Midwest,Vegan,26.49,6.84,54.06
18-24,Male,Northeast,Keto,41.59,5.48,57.47
18-24,Female,Southeast,Omnivore,40.7,5.12,76.87
18-24,Female,West,Keto,28.01,9.1,75.02
35-44,Male,West,Vegetarian,29.88,4.65,44.78
45-54,Male,Northeast,Keto,27.26,9.25,33.61
45-54,Female,West,Omnivore,41.12,5.12,78.72
25-34,Female,Southwest,Vegetarian,28.08,8.99,96.12
45-54,Female,Midwest,Vegetarian,32.12,7.13,43.76
25-34,Male,Midwest,Keto,37.99,8.57,99.16
35-44,Male,Southwest,Vegetarian,20.23,8.97,41.08
45-54,Female,West,Omnivore,32.29,8.33,93.47
25-34,Male,Midwest,Vegan,32.4,8.11,35.99
18-24,Male,Midwest,Keto,16.08,7.6,36.01
45-54,Male,Southeast,Vegetarian,24.17,4.52,33.72
25-34,Female,Southeast,Keto,27.07,10,40.13
45-54,Female,Midwest,Keto,16.35,8.04,44.71
25-34,Female,Midwest,Omnivore,37.02,8.94,49.62
35-44,Male,West,Vegetarian,23.83,7,90.57
25-34,Male,Midwest,Vegan,32.67,5.07,32.9
18-24,Male,Southwest,Vegetarian,41.71,5.14,82.61
35-44,Male,Southwest,Keto,31.26,9.36,49.47
55+,Male,West,Omnivore,27.59,4.41,40.75
45-54,Male,Southeast,Omnivore,40.22,5.93,53.65
18-24,Female,Midwest,Vegan,18.16,8.67,41.58
35-44,Male,Northeast,Vegetarian,32.1,8.49,64.74
45-54,Female,Southwest,Omnivore,20.17,4.6,91.68
18-24,Female,Midwest,Omnivore,31.89,5.09,71.49
18-24,Female,Southwest,Omnivore,37.1,6.31,58.84
25-34,Female,Midwest,Vegan,23.12,9.19,32.24
55+,Male,Southwest,Omnivore,18.88,9.49,91.69
18-24,Female,Northeast,Keto,16.44,7,30.7
35-44,Male,Midwest,Omnivore,37.55,6.2,50.14
35-44,Male,Northeast,Omnivore,25.24,7.06,83.99
