school_type,grade_level,subject,gender,score,study_hours,pass_rate
Private,Grade 8,History,Male,85.54,2.32,0.931
Charter,Grade 8,Music,Male,60.08,6.08,0.625
Public,Grade 11,PE,Female,66.78,5.18,0.714
Charter,Grade 8,Art,Female,93.96,6.25,0.918
Private,Grade 10,Science,Male,99.17,4.1,1
Private,Grade 8,PE,Male,85.45,1.38,0.872
Private,Grade 7,Science,Male,77.06,2.22,0.842
Public,Grade 8,Music,Male,68.29,4.73,0.703
Charter,Grade 9,English,Female,40.44,1.93,0.501
Charter,Grade 7,Math,Male,81.68,7.22,0.762
Public,Grade 9,Music,Male,54.96,8,0.498
Public,Grade 8,Science,Female,84.43,4.32,0.937
Public,Grade 7,PE,Female,71.98,0.96,0.718
Public,Grade 7,History,Female,69.59,5.6,0.754
Charter,Grade 11,Music,Female,85.09,5.71,0.94
Private,Grade 8,English,Male,74.95,3.51,0.664
Charter,Grade 6,Art,Female,55.86,2.13,0.608
Charter,Grade 10,Computer Science,Female,66.39,4.36,0.662
Charter,Grade 8,Science,Male,86.12,7.13,0.902
Private,Grade 10,Math,Male,62.9,5.29,0.583
Charter,Grade 7,English,Male,78.3,7.55,0.807
Private,Grade 6,Music,Female,97.34,4.03,0.969
Charter,Grade 8,Science,Male,51.4,7.44,0.545
Public,Grade 11,PE,Female,55.27,2.24,0.505
Private,Grade 11,English,Female,60.49,3.65,0.58
Private,Grade 7,PE,Female,50.04,6.21,0.545
Charter,Grade 10,Art,Female,57.64,2.14,0.672
Private,Grade 6,English,Female,82.26,4.31,0.804
Public,Grade 11,Math,Female,95.37,3.49,1
Charter,Grade 6,History,Female,59.42,6.8,0.586
Charter,Grade 11,PE,Female,73.38,2.97,0.757
Charter,Grade 8,History,Male,63.64,2.3,0.598
Public,Grade 11,Science,Male,69.43,4.01,0.792
Private,Grade 10,Math,Male,57.7,7.54,0.516
Private,Grade 8,Music,Female,75.09,6.38,0.684
Charter,Grade 7,Math,Female,93.29,3.07,0.952
Charter,Grade 7,PE,Male,98.31,5.8,0.93
Private,Grade 11,History,Male,91.36,0.5,0.883
Public,Grade 8,English,Male,53.37,7.84,0.544
Charter,Grade 8,Music,Male,81.58,3.45,0.91
Private,Grade 9,English,Female,87.08,5.3,0.773
Private,Grade 11,PE,Female,99.9,6.19,1
Public,Grade 11,Music,Female,65.17,7.42,0.588
Charter,Grade 9,PE,Male,87.55,7.47,0.797
Private,Grade 11,Math,Female,57.84,4.45,0.637
Charter,Grade 11,History,Male,50.29,6.4,0.501
Charter,Grade 10,Math,Male,86.76,6.08,0.798
Public,Grade 6,Math,Male,81.09,1.4,0.759
Charter,Grade 9,English,Female,61.69,7.15,0.59
Private,Grade 11,Music,Female,76.7,1.88,0.674
Charter,Grade 8,History,Male,70.9,5.41,0.758
Charter,Grade 11,Music,Female,47.7,7.19,0.452
Public,Grade 7,History,Female,71.88,1.11,0.636
Public,Grade 9,Math,Male,71.81,6.83,0.739
Charter,Grade 7,Science,Female,70.8,6.23,0.738
Private,Grade 8,Math,Female,92.88,1.99,0.902
Private,Grade 11,Science,Female,81.37,1.14,0.876
Charter,Grade 11,English,Male,98.38,5.39,1
Charter,Grade 11,Art,Male,68.21,2.99,0.736
Public,Grade 6,Computer Science,Female,85.26,0.99,0.799
Charter,Grade 6,Music,Female,52.85,6,0.544
Charter,Grade 9,Math,Female,75.97,7.48,0.774
Private,Grade 11,English,Female,82.44,3.02,0.78
Charter,Grade 10,Art,Female,99.88,6.62,0.957
Public,Grade 10,Math,Male,46.95,5.74,0.414
Private,Grade 10,Science,Male,85.76,3.1,0.863
Public,Grade 9,PE,Female,57.94,6.5,0.527
Private,Grade 10,Art,Female,63.68,1.03,0.55
Charter,Grade 10,Art,Male,42.5,5.89,0.456
Public,Grade 8,Music,Male,80.73,3.24,0.768
Charter,Grade 11,History,Male,95.67,7.19,0.906
Public,Grade 7,Science,Female,85.01,3.04,0.781
Charter,Grade 8,Science,Male,65.18,5.2,0.573
Charter,Grade 7,English,Female,76.89,5.98,0.703
Charter,Grade 7,Art,Female,90.18,7.24,0.901
Private,Grade 11,History,Male,70.19,1.49,0.802
Public,Grade 7,History,Male,89.09,4.84,0.986
Charter,Grade 6,History,Male,86.08,1.48,0.953
Charter,Grade 9,History,Male,57.75,3.4,0.552
Public,Grade 7,Science,Male,88.31,4.41,0.929
Public,Grade 6,History,Female,77.37,1.38,0.808
Charter,Grade 8,English,Female,61.4,5.44,0.56
Charter,Grade 11,Music,Male,68.78,5.95,0.755
Private,Grade 11,English,Female,91.56,2.38,0.842
Public,Grade 9,Music,Female,74.18,4.42,0.801
Public,Grade 11,Art,Female,89.41,7.11,0.887
Private,Grade 10,History,Male,76.81,3.08,0.757
Charter,Grade 10,Art,Male,54.85,3.63,0.506
Charter,Grade 7,Science,Male,98.92,4.66,1
Private,Grade 7,Science,Female,50.47,6.71,0.463
Charter,Grade 8,Art,Female,63.74,7.01,0.681
Public,Grade 6,PE,Female,57.37,2.28,0.597
Private,Grade 8,Art,Male,57.33,2.52,0.609
Private,Grade 11,Art,Female,44.38,7.52,0.398
Charter,Grade 8,Art,Female,90.15,7.42,0.885
Charter,Grade 8,Art,Female,95.12,1.93,1
Private,Grade 6,Art,Female,62.19,4.11,0.648
Charter,Grade 10,English,Female,69.27,2.07,0.697
Private,Grade 9,Science,Male,56.18,6.62,0.614
Charter,Grade 8,PE,Female,88.95,7.2,0.941
Public,Grade 9,Music,Male,58.38,1.23,0.554
Charter,Grade 11,Science,Male,67.18,3.5,0.684
Charter,Grade 6,Computer Science,Male,70.96,1,0.702
Public,Grade 11,Computer Science,Male,53.83,3.6,0.45
Charter,Grade 7,Science,Male,55.2,5.81,0.65
Charter,Grade 9,Computer Science,Female,97.95,0.64,1
Private,Grade 11,Computer Science,Female,88.7,4.13,0.848
Public,Grade 9,Science,Female,66.78,7.78,0.572
Private,Grade 6,Computer Science,Female,56.07,1.09,0.615
Public,Grade 11,Computer Science,Female,56.54,1.79,0.539
Charter,Grade 7,Art,Female,84.15,6.97,0.881
Public,Grade 6,PE,Female,48.96,2.79,0.586
Charter,Grade 7,Music,Female,84.06,2.54,0.939
Public,Grade 11,Music,Female,98.26,3.94,0.925
Public,Grade 8,Art,Female,78.78,5.15,0.832
Private,Grade 10,PE,Female,73.24,6.23,0.742
Private,Grade 7,PE,Female,62.3,7.75,0.718
Charter,Grade 8,Math,Male,84.18,1.13,0.824
Charter,Grade 11,Computer Science,Male,90.33,5.27,0.83
Private,Grade 11,English,Male,75.2,6.21,0.682
Public,Grade 10,Computer Science,Female,40.05,1.18,0.396
Private,Grade 8,Math,Female,94.88,5.67,0.956
Public,Grade 10,Computer Science,Female,77.92,5.77,0.737
Charter,Grade 6,PE,Male,87.76,4.65,0.8
Public,Grade 8,Art,Female,47.01,1.73,0.568
Private,Grade 11,Music,Male,46.1,6.2,0.495
Public,Grade 8,Computer Science,Female,59.45,5.41,0.538
Charter,Grade 11,History,Female,51.09,2.23,0.451
Public,Grade 7,Science,Female,76.24,4.02,0.718
Public,Grade 7,Science,Female,41.85,6.63,0.442
Private,Grade 7,Science,Male,95.55,7.57,0.987
Charter,Grade 11,Art,Male,45.72,0.93,0.479
Private,Grade 11,Art,Female,67.75,4.32,0.702
Charter,Grade 7,PE,Female,64.07,3.65,0.693
Charter,Grade 8,Science,Male,89.62,4.47,0.941
Public,Grade 11,Computer Science,Female,73.09,4.33,0.818
Private,Grade 11,PE,Male,89.42,7.19,0.928
Private,Grade 7,Math,Male,58.42,1.75,0.516
Public,Grade 10,Computer Science,Female,64.9,4.95,0.565
Private,Grade 8,Math,Female,52.27,1.96,0.547
Charter,Grade 7,Computer Science,Female,60.55,2.39,0.698
Private,Grade 6,Art,Female,58.9,3.98,0.563
Charter,Grade 11,History,Male,80.11,7.47,0.801
Charter,Grade 6,Music,Male,76.14,2.39,0.711
Private,Grade 10,Music,Female,73.58,6.04,0.669
Charter,Grade 9,Math,Male,80.58,0.78,0.741
Public,Grade 7,Music,Male,77.22,5.6,0.722
Charter,Grade 8,Math,Female,64.91,4.06,0.699
Charter,Grade 8,English,Female,52.26,5.77,0.463
Public,Grade 11,PE,Male,87.16,4.72,0.941
Private,Grade 7,Computer Science,Male,77.03,6.17,0.687
Private,Grade 11,Music,Female,76.83,1.45,0.812
Private,Grade 6,Art,Female,86.96,6.64,0.905
Charter,Grade 6,English,Female,48.66,7.96,0.49
Public,Grade 8,English,Male,63.28,6.95,0.697
Charter,Grade 10,Science,Female,52.6,3.18,0.434
Charter,Grade 6,English,Female,99.59,6.26,1
Charter,Grade 8,English,Male,40.06,6.81,0.369
Public,Grade 9,Art,Male,57.34,2.55,0.516
Private,Grade 8,Music,Female,82.07,4.16,0.819
Charter,Grade 7,Art,Male,62.74,7.96,0.702
Charter,Grade 8,PE,Female,79.24,2.16,0.849
Private,Grade 8,English,Male,73.31,5.07,0.638
Private,Grade 10,Art,Male,96.34,0.6,1
Charter,Grade 6,Math,Male,69.37,7.57,0.684
Charter,Grade 8,Art,Female,75.45,6.89,0.709
Private,Grade 10,English,Male,43.33,6.48,0.399
Charter,Grade 7,History,Female,74.72,1.3,0.656
Private,Grade 8,PE,Female,84.96,2.06,0.905
Charter,Grade 10,Art,Female,54.57,6.87,0.498
Private,Grade 7,Science,Female,52.21,2.18,0.559
Charter,Grade 11,Computer Science,Female,67.69,6,0.747
Private,Grade 9,Science,Male,63.17,2.04,0.549
Charter,Grade 8,PE,Male,51.42,7.34,0.49
Charter,Grade 6,Art,Male,71.22,7.94,0.811
Public,Grade 7,English,Female,46.07,7.94,0.379
Charter,Grade 9,PE,Female,87.66,4.65,0.905
Public,Grade 7,PE,Male,42.93,3.39,0.366
Charter,Grade 10,English,Male,58.12,1.6,0.597
Public,Grade 7,Computer Science,Male,72.35,3.82,0.629
Private,Grade 8,English,Male,45.47,1.64,0.433
Charter,Grade 11,English,Female,54.14,5.7,0.641
Public,Grade 6,Music,Male,94.2,3.31,0.879
Charter,Grade 11,PE,Male,48.48,6.2,0.446
Charter,Grade 9,PE,Female,63.03,2.59,0.686
Private,Grade 6,PE,Female,67.07,4.54,0.761
Charter,Grade 11,English,Male,78.69,2.78,0.883
Charter,Grade 8,English,Male,79.73,1.51,0.755
Private,Grade 10,Computer Science,Female,82.51,1.39,0.828
Public,Grade 11,History,Female,47.54,2.63,0.522
Public,Grade 7,Art,Female,71.29,2.99,0.636
Private,Grade 11,Science,Female,90.68,6,0.858
Private,Grade 9,Art,Male,48.2,7.89,0.498
Public,Grade 6,PE,Female,80.52,4.39,0.814
Public,Grade 10,History,Male,94.98,7.69,0.902
Private,Grade 10,English,Female,56.35,2.94,0.623
Public,Grade 8,Computer Science,Male,79.92,5.87,0.847
Public,Grade 8,History,Female,73.9,5.1,0.718
Charter,Grade 11,PE,Female,58.04,7.77,0.613
Private,Grade 7,Science,Male,97.36,5.4,0.99
Charter,Grade 9,English,Male,82.79,4.44,0.809
Public,Grade 9,English,Female,64.74,4.49,0.549
Charter,Grade 7,Music,Male,54.18,5.58,0.59
Public,Grade 7,Art,Male,41.39,0.66,0.346
Charter,Grade 11,English,Male,92.95,2.39,0.916
Public,Grade 7,PE,Female,53.03,0.64,0.439
Charter,Grade 6,History,Female,92.21,2.67,1
Public,Grade 11,Art,Male,85.02,5.41,0.885
Private,Grade 6,Music,Female,70.18,6.79,0.64
Charter,Grade 10,Computer Science,Female,76.66,6.08,0.757
Public,Grade 7,Music,Male,45.11,4.72,0.423
Private,Grade 10,English,Male,41.93,5.48,0.391
Charter,Grade 6,Art,Male,66.28,6.38,0.723
Public,Grade 8,Science,Male,96.58,1.77,0.868
Public,Grade 11,History,Male,94.27,5.42,0.931
Public,Grade 10,Math,Male,85.08,5.78,0.94
Private,Grade 6,Computer Science,Female,96.74,1.05,0.918
Public,Grade 9,Music,Female,67.88,7.28,0.615
Charter,Grade 7,English,Female,54.23,1.74,0.458
Private,Grade 6,Computer Science,Female,84.29,1.04,0.748
Charter,Grade 11,Art,Female,41.22,3.44,0.488
Private,Grade 7,Math,Female,78.11,6.04,0.759
Private,Grade 9,Music,Female,66.62,2.72,0.729
Charter,Grade 7,History,Male,45.74,4.28,0.499
Public,Grade 6,PE,Female,40.32,7.92,0.31
Public,Grade 6,Science,Male,47.51,3.37,0.422
Charter,Grade 9,History,Female,45.99,3.53,0.425
Charter,Grade 7,Computer Science,Female,85.53,3.33,0.943
Public,Grade 11,PE,Male,49.26,7.41,0.516
Charter,Grade 8,Math,Female,40.94,4.77,0.434
Public,Grade 9,Science,Male,44.62,4.64,0.514
Charter,Grade 6,Art,Male,94.61,6.42,0.971
Private,Grade 10,Music,Male,81.15,2.48,0.852
Charter,Grade 6,Art,Female,78.82,7.49,0.734
Public,Grade 9,English,Female,87.4,7.86,0.964
Public,Grade 8,History,Female,75.45,7.2,0.748
Private,Grade 8,Science,Male,62.63,7.79,0.587
Private,Grade 6,PE,Male,65.89,7.32,0.7
Private,Grade 11,PE,Male,60.42,6.11,0.529
Charter,Grade 7,Art,Male,96.5,5.78,1
Public,Grade 11,Science,Female,81.48,5.83,0.841
Private,Grade 9,Computer Science,Female,56.4,7.21,0.646
Public,Grade 10,PE,Female,75.81,4.29,0.843
Charter,Grade 8,Computer Science,Female,70.36,6.4,0.729
Public,Grade 10,PE,Male,96.42,2.47,0.917
Public,Grade 9,PE,Female,53.71,6.53,0.45
Public,Grade 11,Art,Male,76.09,7.82,0.763
Charter,Grade 6,Math,Female,78.05,7.27,0.846
Public,Grade 10,PE,Female,80.06,6.06,0.709
Private,Grade 9,Math,Male,97.77,2.79,0.926
Public,Grade 11,English,Female,43.36,4.14,0.419
Private,Grade 7,Science,Male,96.87,7.05,0.881
Public,Grade 10,Art,Female,74.58,5.08,0.819
Private,Grade 10,English,Female,95.26,5.2,0.958
Private,Grade 11,Science,Female,81.05,3.05,0.787
Private,Grade 10,Math,Female,63.85,2.61,0.669
Charter,Grade 10,History,Male,98.78,4.44,1
Private,Grade 11,Music,Female,59.04,3.56,0.664
Public,Grade 7,Art,Female,61.68,5.75,0.621
Charter,Grade 8,Computer Science,Male,68.85,3.38,0.739
Charter,Grade 6,PE,Male,79.41,4.28,0.834
Private,Grade 9,Science,Female,56.27,2.56,0.583
Public,Grade 6,Computer Science,Female,70.23,4.66,0.648
Charter,Grade 7,Art,Male,77.26,7.73,0.688
Charter,Grade 6,Music,Male,50.85,0.94,0.548
Public,Grade 10,Science,Male,68.96,5.71,0.77
Charter,Grade 8,Art,Male,73.55,3.49,0.646
Public,Grade 9,Computer Science,Male,88.26,2.2,0.842
Charter,Grade 10,PE,Male,88.41,3.2,0.81
Charter,Grade 11,Art,Male,58.01,4.26,0.518
Public,Grade 10,Math,Female,53.38,6.49,0.53
Public,Grade 9,English,Male,79.08,4.68,0.777
Public,Grade 10,Art,Male,41.33,2.95,0.438
Private,Grade 9,Computer Science,Female,78.25,3.45,0.686
Charter,Grade 11,PE,Female,83.73,7.84,0.921
Public,Grade 8,PE,Male,60.19,2.69,0.553
Charter,Grade 6,Computer Science,Male,73.76,2.11,0.785
Charter,Grade 6,Computer Science,Male,63.91,1.23,0.61
Private,Grade 9,Science,Male,66.53,4.3,0.671
Charter,Grade 6,Computer Science,Female,58.27,5.47,0.631
Private,Grade 8,PE,Female,59.52,3.63,0.518
Public,Grade 8,Music,Female,86.11,2.31,0.903
Charter,Grade 9,Computer Science,Female,95.1,2.29,0.861
Private,Grade 10,Science,Male,41.37,7.41,0.46
Public,Grade 6,History,Male,72.55,7.24,0.72
Private,Grade 9,English,Male,78.77,5.26,0.858
Charter,Grade 9,Art,Female,92.17,0.81,0.947
Public,Grade 10,PE,Male,52.5,7.29,0.529
Private,Grade 11,Math,Female,83.49,6.16,0.762
Charter,Grade 10,Art,Female,68.88,2.03,0.66
Charter,Grade 7,Computer Science,Male,43.07,5.68,0.415
Private,Grade 6,Computer Science,Female,72.27,1.78,0.653
Private,Grade 9,Computer Science,Male,92.36,6.91,0.968
Charter,Grade 7,PE,Male,48.55,5.32,0.414
Charter,Grade 11,Math,Female,74.25,6.73,0.791
Charter,Grade 7,Science,Female,88.07,6.56,0.863
Private,Grade 8,Computer Science,Male,83.17,0.75,0.748
Public,Grade 6,Music,Male,64.68,5.25,0.592
Charter,Grade 7,English,Male,87.42,4.06,0.779
Public,Grade 11,Science,Female,65.3,3.58,0.615
Charter,Grade 10,Music,Male,86.24,5.84,0.828
Private,Grade 10,English,Female,94.84,6.36,1
Charter,Grade 9,PE,Female,84.08,2.52,0.775
Charter,Grade 7,Math,Female,45.76,1.67,0.496
Private,Grade 8,English,Female,75.89,2.61,0.76
Private,Grade 6,History,Female,90.74,5.38,0.831
Charter,Grade 6,Math,Male,82.34,4.37,0.795
Private,Grade 11,Math,Female,49.99,3.57,0.534
Public,Grade 6,Science,Female,49.04,2.46,0.52
Charter,Grade 8,PE,Male,53.4,0.72,0.586
Charter,Grade 9,English,Female,87.52,0.73,0.814
Private,Grade 7,History,Female,47.72,5.14,0.405
Charter,Grade 10,PE,Male,90.89,7.22,0.906
Charter,Grade 9,Math,Male,83.72,5.64,0.766
Private,Grade 7,Science,Male,70.06,4.25,0.717
Public,Grade 8,Art,Male,99.38,3.04,0.927
Charter,Grade 9,Art,Female,96.05,3.47,0.976
Charter,Grade 9,History,Male,59.22,0.96,0.508
Charter,Grade 7,Art,Male,92.37,1.96,0.9
Private,Grade 6,Science,Female,46.1,6.98,0.503
Charter,Grade 10,Computer Science,Female,41.66,7.7,0.473
Private,Grade 10,Art,Female,85.46,4.62,0.866
Private,Grade 10,Music,Female,85.22,7.12,0.812
Private,Grade 11,History,Male,76.19,2.48,0.774
Public,Grade 6,History,Male,61.87,4.4,0.708
Charter,Grade 11,Science,Male,75.46,4.62,0.745
Charter,Grade 10,Art,Female,50.09,3.57,0.557
Public,Grade 9,English,Male,53.53,2.7,0.513
Private,Grade 8,Art,Male,47.91,5.02,0.411
Private,Grade 7,Computer Science,Male,91.6,1.09,0.833
Private,Grade 9,PE,Male,80.32,7.94,0.828
Charter,Grade 9,English,Male,63.3,2.08,0.679
Public,Grade 10,Music,Female,55.92,6.49,0.589
Public,Grade 10,Science,Female,53.99,3.8,0.574
Private,Grade 10,English,Female,71.57,3.72,0.735
Public,Grade 9,Math,Male,80.25,3.76,0.847
Charter,Grade 8,PE,Male,89.24,2.22,0.813
Public,Grade 6,Math,Female,59.29,5.15,0.658
Charter,Grade 7,Math,Female,92.3,1.79,0.973
Charter,Grade 7,Science,Male,64.8,7.56,0.609
Private,Grade 6,English,Male,84.62,7.95,0.834
Public,Grade 11,History,Male,61.37,3.08,0.65
Charter,Grade 6,Music,Female,76.93,3.84,0.672
Charter,Grade 7,Math,Male,82.59,7.09,0.788
Private,Grade 11,Science,Male,89.15,2.08,0.829
Public,Grade 6,Computer Science,Male,43.83,6.88,0.457
Public,Grade 11,English,Female,42.73,1.07,0.502
Private,Grade 8,Music,Female,49.23,4.31,0.586
Private,Grade 11,English,Female,47.23,3.16,0.488
Charter,Grade 7,Music,Female,85.14,4.35,0.884
Charter,Grade 9,Math,Male,70.81,0.88,0.72
Charter,Grade 11,History,Female,69.89,1.9,0.773
Public,Grade 8,Science,Male,77.75,3.74,0.722
Public,Grade 7,History,Male,43.6,7.87,0.499
Public,Grade 10,History,Male,69.36,5.66,0.765
Charter,Grade 11,English,Female,74.61,4.14,0.802
Private,Grade 11,History,Female,60.22,7.2,0.678
Private,Grade 7,Science,Female,88.01,7.46,0.969
Public,Grade 6,Science,Female,62.67,1.42,0.62
Public,Grade 8,History,Female,76.23,1.14,0.797
Public,Grade 7,English,Male,50.89,5.23,0.588
Private,Grade 9,Art,Male,81.45,1.74,0.828
Charter,Grade 6,PE,Male,62.44,1.03,0.695
Private,Grade 6,History,Female,99.36,6.15,1
Charter,Grade 8,Science,Male,58.86,7.76,0.648
Private,Grade 9,Computer Science,Male,98.8,2.24,0.896
Charter,Grade 7,Math,Female,93.71,7.38,0.868
Public,Grade 11,Science,Female,76.66,3.93,0.835
Public,Grade 8,Art,Male,52.56,4.32,0.553
Private,Grade 9,History,Male,85.95,6.08,0.833
Public,Grade 7,Math,Male,75.5,2.63,0.738
Public,Grade 7,Computer Science,Female,83.38,6.68,0.867
Private,Grade 10,Music,Male,56.97,2.93,0.513
Charter,Grade 11,Music,Male,68.02,3.84,0.684
Public,Grade 7,Math,Male,86.44,2.91,0.824
Private,Grade 9,Music,Female,86.7,5.44,0.869
Private,Grade 11,Computer Science,Female,85.7,3.53,0.831
Charter,Grade 11,Art,Female,79.34,0.6,0.718
Private,Grade 8,History,Female,81.03,6.83,0.886
Public,Grade 10,Music,Female,60.68,8,0.653
Charter,Grade 8,Music,Female,44.4,6.21,0.491
Charter,Grade 11,Computer Science,Female,90.45,0.83,0.811
Charter,Grade 10,Music,Male,54.09,5.29,0.531
Charter,Grade 10,History,Male,86.1,6.27,0.906
Public,Grade 11,Math,Male,51.58,3.36,0.567
Public,Grade 10,English,Male,93.26,5.26,0.983
Public,Grade 8,History,Male,56.19,6.01,0.567
Private,Grade 8,History,Female,66.37,7.61,0.743
Private,Grade 6,Science,Female,64.7,4.63,0.601
Private,Grade 8,History,Female,98.61,2.02,1
Private,Grade 8,Math,Female,76.75,4.68,0.73
Public,Grade 9,Music,Female,41.57,6.43,0.515
Charter,Grade 7,PE,Male,55.44,4.92,0.649
Public,Grade 10,History,Male,84.99,2.28,0.881
Private,Grade 8,Music,Male,79.56,4.47,0.806
Private,Grade 11,English,Female,94.76,6.42,0.934
Charter,Grade 6,Science,Male,64.7,1.91,0.68
Private,Grade 8,Science,Male,45.54,0.82,0.496
Private,Grade 6,History,Female,67.4,2.57,0.678
Public,Grade 9,Art,Male,79.69,2.05,0.798
Charter,Grade 10,Math,Male,93.95,2.05,0.921
Public,Grade 10,Music,Female,64.72,7.65,0.701
Public,Grade 10,Math,Female,51.34,7.29,0.457
Private,Grade 11,Computer Science,Female,47.71,4.75,0.435
Private,Grade 10,English,Male,42.46,6.37,0.412
Public,Grade 11,Science,Female,99.05,0.93,0.955
Public,Grade 9,Math,Male,63.04,6.44,0.707
Public,Grade 10,Computer Science,Female,41.54,4.56,0.471
Public,Grade 9,Math,Male,46.39,2.48,0.498
Public,Grade 11,Science,Female,60.69,6,0.647
Public,Grade 9,Art,Female,44.18,0.76,0.397
Private,Grade 7,English,Female,77.11,1.08,0.769
Public,Grade 10,Music,Male,85.54,3.92,0.888
Charter,Grade 7,Computer Science,Female,76.55,3.5,0.682
Private,Grade 9,Science,Female,52.57,4.34,0.45
Public,Grade 10,Art,Male,48.5,7.31,0.584
Charter,Grade 9,Science,Male,43.64,2.36,0.447
Private,Grade 6,Science,Male,63.73,5.65,0.563
Public,Grade 9,Math,Male,72.71,0.96,0.791
Public,Grade 9,PE,Male,57.94,5.81,0.488
Private,Grade 7,Math,Male,76.26,0.78,0.812
Charter,Grade 10,PE,Female,56.01,4.06,0.489
Public,Grade 9,Math,Female,62.96,7.35,0.627
Charter,Grade 6,Computer Science,Male,90.47,7.89,0.982
Charter,Grade 7,Music,Male,55.99,6.29,0.48
Charter,Grade 6,History,Female,60.74,5.59,0.581
Private,Grade 9,PE,Male,40.34,1.19,0.391
Charter,Grade 10,Computer Science,Male,42.63,7.15,0.493
Charter,Grade 6,Art,Male,84.77,7.16,0.776
Charter,Grade 8,Computer Science,Female,90.32,2.58,0.918
Public,Grade 7,Music,Female,46.01,5.53,0.368
Public,Grade 6,Computer Science,Male,54.41,1.78,0.468
Private,Grade 9,English,Male,96.16,1.56,0.95
Public,Grade 6,Math,Female,53.32,4.97,0.475
Charter,Grade 6,History,Female,52.82,2.43,0.456
Charter,Grade 7,English,Female,57.18,5.31,0.519
Public,Grade 9,Math,Female,41.53,2.71,0.395
Public,Grade 10,Science,Female,53.92,4.2,0.538
Charter,Grade 8,Math,Female,97.58,3.08,0.927
Charter,Grade 8,Computer Science,Female,60.76,6.09,0.576
Public,Grade 8,Art,Male,85.86,2.09,0.779
Public,Grade 6,Art,Female,67.78,4.71,0.771
Charter,Grade 7,History,Male,95.04,5.48,0.944
Public,Grade 8,History,Male,60.31,4.05,0.508
Charter,Grade 10,History,Male,69.78,6.62,0.599
Public,Grade 11,History,Male,56.07,1.41,0.582
Charter,Grade 11,PE,Male,82.6,5,0.924
Public,Grade 11,PE,Male,71.88,2.88,0.678
Charter,Grade 7,English,Male,93.34,2.5,1
Private,Grade 10,Math,Female,57.61,7.88,0.637
Private,Grade 10,Music,Male,86.68,0.97,0.806
Public,Grade 6,Science,Female,55.75,2.74,0.572
Public,Grade 11,History,Male,94.23,3.43,0.855
Private,Grade 6,Computer Science,Male,43.21,5.48,0.391
Public,Grade 6,Music,Female,44.47,3.91,0.5
Private,Grade 6,English,Female,76.9,3.63,0.756
Private,Grade 11,Art,Male,47.68,1.95,0.468
Public,Grade 9,Math,Male,60.02,1.21,0.644
Public,Grade 9,Music,Male,60.4,6.28,0.548
Public,Grade 11,Computer Science,Male,74.24,0.65,0.779
Charter,Grade 11,PE,Female,48.04,6.47,0.547
Public,Grade 9,History,Male,90.35,3.95,0.993
Private,Grade 7,Art,Male,70.12,0.94,0.715
Public,Grade 8,History,Male,94.59,5.14,1
Private,Grade 11,Computer Science,Female,53.91,0.76,0.591
Charter,Grade 8,Science,Male,64.8,6.55,0.605
Public,Grade 8,Music,Male,80.68,5.15,0.897
Public,Grade 8,Music,Male,84,0.67,0.875
Charter,Grade 11,Art,Female,43.51,4.93,0.404
Private,Grade 8,PE,Male,83.9,6.58,0.846
